Title,Year,Duration,Rated,IMDB Rating,Number of Ratings,Description,Genre,Runtime,Director,Writer,Actors,Rating,Awards,Descrption,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,dark_comedy,historical_drama,romantic_comedy,science_fiction
Epic,2013,1h 42m,PG,6.6,111K,"1h 42m
PG
6.6
 (111K)
Rate
52
Metascore
A teenager finds herself transported to a deep forest setting where a battle between the forces of good and evil is taking place. She bands together with a ragtag group of characters to save their world--and ours.",,,,,,,,,0.85,0.9,0.0,0.2,0.05,0.05,0.0,0.0,0.0,0.7,0.95,0.6,0.7,0.99,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.15,0.0,0.0,0.85,0.0,0.0
The Cat in the Hat,2003,1h 22m,PG,4.1,90K,"1h 22m
PG
4.1
 (90K)
Rate
19
Metascore
Two bored children have their lives turned upside down when a talking cat comes to visit them.",,,,,,,,,0.0,0.2,0.95,0.1,0.0,0.9,0.0,0.1,0.0,0.05,0.0,0.98,0.25,1.0,0.0,0.0,0.0,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pride and Prejudice and Zombies,2016,1h 48m,PG,5.8,62K,"1h 48m
PG-13
5.8
 (62K)
Rate
45
Metascore
Five sisters in 19th century England must cope with the pressures to marry while protecting themselves from a growing population of zombies.",,,,,,,,,0.75,0.6,0.0,0.1,0.05,0.4,0.0,0.5,0.0,0.7,0.15,0.2,0.65,0.95,0.8,0.85,0.6,0.1,0.05,0.25,0.0,0.8,0.7,0.1,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0
A Single Man,2009,1h 39m,R,7.5,119K,s Los Angeles.,,,,,,,,,0.01,0.01,0.0,0.25,0.05,0.02,0.01,0.01,0.0,0.95,0.01,0.0,0.0,1.0,0.01,0.01,0.0,0.05,0.0,0.05,0.01,0.2,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
Three Days of the Condor,1975,1h 57m,R,7.4,64K,"1h 57m
R
7.4
 (64K)
Rate
63
Metascore
A bookish CIA researcher in Manhattan finds all his co-workers dead, and must outwit those responsible until he figures out who he can really trust.",,,,,,,,,0.95,0.2,0.0,0.05,0.0,0.05,0.8,0.1,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
The Artifice Girl,2022,1h 33m,G,6.6,11K,"1h 33m
6.6
 (11K)
Rate
60
Metascore
A team of special agents discovers a revolutionary new computer program to bait and trap online predators. After teaming up with the program's troubled developer, they soon find that the AI is rapidly advancing beyond its original purpose.",,,,,,,,,0.0,0.0,0.0,0.2,0.0,0.0,0.05,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Dancer in the Dark,2000,2h 20m,R,7.9,119K,"2h 20m
R
7.9
 (119K)
Rate
63
Metascore
An Eastern European US immigrant with a love for musicals has to cope with the gradual loss of her vision.",,,,,,,,,0.05,0.0,0.0,0.8,0.65,0.1,0.0,0.15,0.0,0.95,0.0,0.0,0.0,1.0,0.3,0.6,0.0,0.9,0.9,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
The Postman,1997,2h 57m,R,6.1,80K,"2h 57m
R
6.1
 (80K)
Rate
29
Metascore
A nameless drifter dons a postman's uniform and bag of mail as he begins a quest to inspire hope to the survivors living in post-apocalyptic America.",,,,,,,,,0.1,0.15,0.0,0.2,0.25,0.05,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.95,0.3,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.4,0.0,0.0
The Life Aquatic with Steve Zissou,2004,1h 59m,R,7.2,214K,"1h 59m
R
7.2
 (214K)
Rate
62
Metascore
With a plan to exact revenge on a legendary shark that killed his partner, oceanographer Steve Zissou (Bill Murray) rallies a crew that includes his estranged wife, a journalist, and a man who may or may not be his son.",,,,,,,,,0.6,0.75,0.0,0.85,0.2,0.65,0.05,0.7,0.1,0.8,0.4,0.1,0.05,0.95,0.25,0.15,0.05,0.3,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Angels in the Outfield,1994,1h 42m,PG,6.2,36K,"1h 42m
PG
6.2
 (36K)
Rate
44
Metascore
When a boy prays for a chance to have a family if the California Angels win the pennant, angels are assigned to make that possible.",,,,,,,,,0.2,0.15,0.0,0.05,0.0,0.6,0.0,0.25,0.0,0.4,0.05,0.7,0.2,0.95,0.05,0.05,0.0,0.1,0.15,0.05,0.0,0.1,0.15,0.0,0.85,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Lodge,2019,1h 48m,R,6.0,60K,"1h 48m
R
6.0
 (60K)
Rate
64
Metascore
A soon-to-be stepmom is snowed in with her fiancÃ©'s two children at a remote holiday village. Just as relations begin to thaw between the trio, some strange and frightening events take place.",,,,,,,,,0.1,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0.05,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Jawbreaker,1999,1h 26m,R,5.7,30K,"1h 26m
R
5.7
 (30K)
Rate
24
Metascore
Three of the most popular girls at Reagan High accidentally kill the prom queen with a jawbreaker when a kidnapping goes horribly wrong.",,,,,,,,,0.05,0.0,0.0,0.1,0.0,0.6,0.1,0.7,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.1,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.0
Jane Eyre,2011,2h,PG,7.3,94K,"2h
PG-13
7.3
 (94K)
Rate
76
Metascore
A mousy governess who softens the heart of her employer soon discovers that he's hiding a terrible secret.",,,,,,,,,0.05,0.1,0.0,0.2,0.8,0.05,0.05,0.0,0.0,0.95,0.15,0.1,0.1,0.98,0.2,0.0,0.0,0.05,0.0,0.2,0.0,0.75,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.85,0.0,0.0
Evolution,2001,1h 41m,PG,6.1,138K,"1h 41m
PG-13
6.1
 (138K)
Rate
40
Metascore
Two college professors team up with a fire-fighting cadet and a government scientist to combat an alien organism that has been rapidly evolving since its arrival on Earth inside a meteor.",,,,,,,,,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
The Sweetest Thing,2002,1h 24m,R,5.2,63K,"1h 24m
R
5.2
 (63K)
Rate
32
Metascore
Christina Walters spent years avoiding men, then suddenly met her perfect match while hanging with her best friends, Courtney and Jane. When she finds out that he has left town, she and Courtney set out on a trip.",,,,,,,,,0.01,0.0,0.0,0.05,0.0,0.2,0.0,0.15,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.6,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Triple 9,2016,1h 55m,R,6.3,79K,"1h 55m
R
6.3
 (79K)
Rate
52
Metascore
A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.",,,,,,,,,0.9,0.0,0.0,0.05,0.0,0.05,0.95,0.15,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
Seed of Chucky,2004,1h 27m,R,4.9,51K,"1h 27m
R
4.9
 (51K)
Rate
46
Metascore
Chucky and Tiffany are resurrected by their innocent gender-confused child, Glen/Glenda, and hit Hollywood, where a movie depicting the killer dolls' murder spree is underway.",,,,,,,,,0.2,0.05,0.0,0.05,0.0,0.5,0.1,0.7,0.0,0.2,0.0,0.0,0.05,1.0,0.0,0.0,0.9,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Killington,2024,1h 27m,R,2.9,79,"1h 27m
2.9
 (79)
Rate
During a getaway to Killington, VT, a wellness influencer's weekend retreat with her Manhattan friends takes a sinister turn as tensions rise, and the creepy locals add to the unnerving atmosphere.",,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
French Kiss,1995,1h 51m,PG,6.6,54K,"1h 51m
PG-13
6.6
 (54K)
Rate
50
Metascore
A woman flying to France to confront her straying fiance gets into trouble when the charming crook seated next to her uses her for smuggling.",,,,,,,,,0.05,0.0,0.0,0.1,0.0,0.85,0.0,0.15,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.95,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Judy,2019,1h 58m,PG,6.8,56K,to perform a series of sold-out concerts.,,,,,,,,,0.01,0.01,0.0,0.05,0.95,0.05,0.01,0.0,0.01,0.9,0.01,0.01,0.0,0.98,0.8,0.0,0.0,0.7,0.2,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.9,0.0,0.0
The Pelican Brief,1993,2h 21m,PG,6.6,98K,"2h 21m
PG-13
6.6
 (98K)
Rate
51
Metascore
A law student uncovers a conspiracy, putting herself and others in danger.",,,,,,,,,0.2,0.05,0.0,0.05,0.1,0.0,0.6,0.0,0.0,0.75,0.05,0.0,0.0,0.95,0.25,0.3,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The Cable Guy,1996,1h 36m,G,6.1,181K,"1h 36m
PG-13
6.1
 (181K)
Rate
56
Metascore
A designer makes a grievious mistake when he rejects the friendship of a borderline cable guy.",,,,,,,,,0.05,0.0,0.0,0.2,0.0,0.95,0.0,0.8,0.0,0.4,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Foxcatcher,2014,2h 14m,R,7.0,151K,"Olympic Games in Seoul, South Korea, but John's self-destructive behavior threatens to consume them all.",,,,,,,,,0.1,0.05,0.0,0.2,0.9,0.0,0.1,0.0,0.0,0.95,0.0,0.0,0.0,0.95,0.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Nightbreed,1990,1h 42m,R,6.5,27K,"1h 42m
R
6.5
 (27K)
Rate
40
Metascore
A troubled young man is drawn to a mythical place called Midian where a variety of friendly monsters are hiding from humanity. Meanwhile, a sadistic serial killer is looking for a patsy.",,,,,,,,,0.75,0.6,0.0,0.8,0.05,0.05,0.1,0.0,0.0,0.7,0.5,0.0,0.95,1.0,0.15,0.0,0.9,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.1,0.0,0.1
Sea of Love,1989,1h 53m,R,6.8,46K,"1h 53m
R
6.8
 (46K)
Rate
66
Metascore
A detective investigating a series of murders becomes involved with a woman who may be the culprit.",,,,,,,,,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.15,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
A Hidden Life,2019,2h 54m,PG,7.4,29K,"2h 54m
PG-13
7.4
 (29K)
Rate
80
Metascore
The Austrian Franz JÃ¤gerstÃ¤tter, a conscientious objector, refuses to fight for the Nazis in World War II.",,,,,,,,,0.01,0.01,0.0,0.2,0.95,0.0,0.05,0.0,0.0,0.98,0.1,0.02,0.0,1.0,0.9,0.0,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.05,0.15,0.0,0.0,0.98,0.0,0.0
Phenomenon,1996,2h 3m,PG,6.4,85K,"2h 3m
PG
6.4
 (85K)
Rate
42
Metascore
An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis.",,,,,,,,,0.1,0.15,0.0,0.05,0.1,0.2,0.0,0.0,0.0,0.7,0.1,0.25,0.3,0.95,0.05,0.0,0.0,0.05,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.0,0.05,0.1,0.05,0.5
Streets of Fire,1984,1h 33m,PG,6.7,25K,"1h 33m
PG
6.7
 (25K)
Rate
59
Metascore
A mercenary is hired to rescue his ex-girlfriend, a singer who has been kidnapped by a motorcycle gang.",,,,,,,,,0.95,0.7,0.0,0.2,0.0,0.3,0.1,0.15,0.0,0.6,0.1,0.4,0.05,1.0,0.0,0.0,0.0,0.9,0.85,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Cruising,1980,1h 42m,R,6.5,29K,"1h 42m
R
6.5
 (29K)
Rate
43
Metascore
A police officer goes undercover in the underground S&M gay subculture of New York City to catch a serial killer who is preying on gay men.",,,,,,,,,0.2,0.0,0.0,0.15,0.0,0.05,0.95,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.05,0.0,0.2,0.0,0.0,0.7,0.85,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Trainwreck,2015,2h 5m,R,6.2,144K,"2h 5m
R
6.2
 (144K)
Rate
75
Metascore
Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.",,,,,,,,,0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.8,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0
The Cloverfield Paradox,2018,1h 42m,PG,5.5,115K,"1h 42m
PG-13
5.5
 (115K)
Rate
37
Metascore
Orbiting a planet on the brink of war, scientists test a device to solve an energy crisis, and end up face-to-face with a dark alternate reality.",,,,,,,,,0.7,0.65,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.3,0.2,0.0,0.15,0.95,0.0,0.0,0.5,0.05,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.9
Shadow of the Vampire,2000,1h 32m,R,6.9,45K,) is hampered by the fact that its star Max Schreck is taking the role of a vampire far more seriously than seems humanly possible.,,,,,,,,,0.1,0.05,0.0,0.25,0.6,0.0,0.05,0.0,0.0,0.75,0.15,0.0,0.05,0.9,0.7,0.8,0.85,0.1,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Dead Silence,2007,1h 29m,R,6.1,104K,"1h 29m
R
6.1
 (104K)
Rate
34
Metascore
After his wife meets a grisly end, Jamie Ashen returns to his haunted hometown of Ravens Fair to find answers. His investigation leads him to the ghost of a ventriloquist named Mary Shaw who seems to have ties to his entire family tree",,,,,,,,,0.1,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.95,0.0,0.0,0.9,0.05,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
Orphan: First Kill,2022,1h 39m,R,5.9,49K,"1h 39m
R
5.9
 (49K)
Rate
54
Metascore
After orchestrating a brilliant escape from an Estonian psychiatric facility, Esther travels to America by impersonating the missing daughter of a wealthy family.",,,,,,,,,0.2,0.1,0.0,0.05,0.0,0.05,0.15,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.9,0.05,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.05,0.0,0.0,0.0
The Day the Earth Blew Up: A Looney Tunes Movie,2024,1h 31m,R,7.0,291,"1h 31m
7.0
 (291)
Rate
Porky Pig and Daffy Duck are Earth's only hope when facing the threat of alien invasion.",,,,,,,,,0.2,0.3,0.95,0.1,0.0,0.8,0.0,0.6,0.0,0.1,0.05,0.9,0.2,0.98,0.0,0.0,0.15,0.25,0.7,0.05,0.0,0.0,0.05,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
The Witches of Eastwick,1987,1h 58m,R,6.5,80K,"1h 58m
R
6.5
 (80K)
Rate
67
Metascore
Three single women in a picturesque village have their wishes granted, at a cost, when a mysterious and flamboyant man arrives in their lives.",,,,,,,,,0.1,0.15,0.0,0.25,0.0,0.85,0.0,0.7,0.0,0.6,0.05,0.1,0.2,1.0,0.0,0.0,0.15,0.1,0.15,0.1,0.0,0.9,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Dante's Peak,1997,1h 48m,PG,6.0,102K,"1h 48m
PG-13
6.0
 (102K)
Rate
43
Metascore
A volcanologist arrives at a countryside town recently named the second-most desirable place to live in America, and discovers that a nearby long-dormant volcano may awaken at any moment.",,,,,,,,,0.7,0.5,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.85,0.2,0.2,0.0,1.0,0.0,0.0,0.6,0.05,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
In the Heat of the Night,1967,1h 50m,R,7.9,85K,"1h 50m
Approved
7.9
 (85K)
Rate
76
Metascore
A black Philadelphia police detective is mistakenly suspected of a local murder while passing through a racially hostile Mississippi town, and after being cleared is reluctantly asked by the police chief to investigate the case.",,,,,,,,,0.05,0.01,0.0,0.15,0.2,0.02,0.4,0.0,0.0,0.95,0.05,0.0,0.0,1.0,0.6,0.7,0.0,0.05,0.0,0.65,0.05,0.05,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
The Lizzie McGuire Movie,2003,1h 34m,G,5.6,43K,"1h 34m
PG
5.6
 (43K)
Rate
56
Metascore
Lizzie McGuire has graduated from middle school and takes a trip to Rome, Italy with her class. And what was supposed to be only a normal trip, becomes a teenager's dream come true.",,,,,,,,,0.05,0.1,0.0,0.0,0.05,0.7,0.0,0.1,0.0,0.4,0.0,0.9,0.0,0.95,0.0,0.0,0.0,0.15,0.1,0.0,0.0,0.3,0.6,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Where Eagles Dare,1968,2h 38m,R,7.6,64K,"2h 38m
M
7.6
 (64K)
Rate
63
Metascore
Allied agents stage a daring raid on a castle where the Nazis are holding American brigadier general George Carnaby prisoner, but that's not all that's really going on.",,,,,,,,,0.95,0.9,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.7,0.8,0.1,0.0,1.0,0.6,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.9,0.0,0.0,0.7,0.0,0.0
Whitney Houston: I Wanna Dance with Somebody,2022,2h 24m,PG,6.6,25K,"2h 24m
PG-13
6.6
 (25K)
Rate
51
Metascore
A joyous, emotional, heartbreaking celebration of the life and music of Whitney Houston, one of the greatest female R&B pop vocalists of all time, tracking her journey from obscurity to musical super stardom.",,,,,,,,,0.05,0.01,0.0,0.1,0.95,0.05,0.02,0.01,0.0,0.9,0.05,0.1,0.0,1.0,0.2,0.9,0.0,0.99,0.8,0.02,0.0,0.8,0.02,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Faces of Death,1978,1h 45m,R,4.2,,"1h 45m
Not Rated
4.2
 (8.3K)
Rate
A collection of death scenes, ranging from TV material to homemade super 8 movies.",,,,,,,,,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.2,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Once Upon a Deadpool,2018,1h 58m,PG,7.2,,"1h 58m
PG-13
7.2
 (1.5K)
Rate
A kidnapped Fred Savage is forced to endure Deadpool's PG-13 rendition of Deadpool 2 as a Princess Bride-esque story that's full of magic, wonder and zero F's.",,,,,,,,,0.95,0.7,0.8,0.1,0.05,0.98,0.15,0.9,0.0,0.2,0.1,0.75,0.6,1.0,0.05,0.0,0.25,0.15,0.2,0.1,0.0,0.05,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.1,0.3
Catwoman,2004,1h 44m,PG,3.4,128K,"1h 44m
PG-13
3.4
 (128K)
Rate
27
Metascore
A shy woman, endowed with the speed, reflexes, and senses of a cat, walks a thin line between criminal and hero, even as a detective doggedly pursues her, fascinated by both of her personas.",,,,,,,,,0.65,0.2,0.0,0.15,0.05,0.25,0.3,0.0,0.0,0.4,0.05,0.0,0.1,1.0,0.0,0.0,0.15,0.1,0.05,0.35,0.1,0.2,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.0,0.05,0.0
Child 44,2015,2h 17m,R,6.4,77K,"2h 17m
R
6.4
 (77K)
Rate
41
Metascore
A disgraced member of the Russian military police investigates a series of child murders during the Stalin-era Soviet Union.",,,,,,,,,0.65,0.05,0.0,0.05,0.15,0.0,0.9,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.1,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.2,0.0,0.0
Puss in Boots,2011,1h 30m,PG,6.6,197K,"1h 30m
PG
6.6
 (197K)
Rate
65
Metascore
An outlaw cat, his childhood egg-friend, and a seductive thief kitty set out in search for the eggs of the fabled Golden Goose to clear his name, restore his lost honor, and regain the trust of his mother and town.",,,,,,,,,0.85,0.95,1.0,0.2,0.0,0.7,0.05,0.3,0.0,0.25,0.1,0.9,0.8,1.0,0.0,0.0,0.0,0.4,0.15,0.1,0.0,0.1,0.15,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Bugsy Malone,1976,1h 33m,G,6.8,20K,"1h 33m
G
6.8
 (20K)
Rate
71
Metascore
The classic gangster story of Bugsy Malone told with an all-child cast.",,,,,,,,,0.2,0.15,0.0,0.4,0.0,0.95,0.05,0.8,0.0,0.2,0.0,0.7,0.2,1.0,0.0,0.0,0.0,0.9,0.95,0.05,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
October Sky,1999,1h 48m,PG,7.8,100K,"1h 48m
PG
7.8
 (100K)
Rate
71
Metascore
The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes.",,,,,,,,,0.1,0.2,0.0,0.1,0.9,0.2,0.0,0.0,0.0,0.95,0.1,0.8,0.0,1.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0
The Sisters Brothers,2018,2h 2m,R,6.9,72K,s Oregon.,,,,,,,,,0.7,0.65,0.0,0.6,0.05,0.75,0.8,0.85,0.0,0.9,0.2,0.1,0.05,1.0,0.4,0.45,0.0,0.2,0.0,0.8,0.5,0.1,0.0,0.0,0.0,0.7,0.0,0.95,0.0,0.0,0.0,0.0
Untitled Spider-Man Sequel,2026,,,,,,,,,,,,,,0.95,0.9,0.0,0.05,0.1,0.2,0.15,0.0,0.0,0.7,0.2,0.8,0.25,1.0,0.0,0.0,0.1,0.15,0.05,0.2,0.0,0.25,0.0,0.0,0.0,0.6,0.0,0.0,0.1,0.0,0.1,0.1
Reminiscence,2021,1h 56m,R,5.9,68K,"1h 56m
PG-13
5.9
 (68K)
Rate
46
Metascore
Nick Bannister, a private investigator of the mind, navigates the alluring world of the past when his life is changed by new client Mae. A simple case becomes an obsession after she disappears and he fights to learn the truth about her.",,,,,,,,,0.2,0.1,0.0,0.6,0.0,0.05,0.25,0.0,0.0,0.75,0.0,0.0,0.05,1.0,0.0,0.0,0.1,0.3,0.0,0.65,0.4,0.5,0.0,0.4,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
The Girl in the Spider's Web,2018,1h 55m,G,6.1,53K,"1h 55m
R
6.1
 (53K)
Rate
43
Metascore
Hacker Lisbeth Salander and journalist Mikael Blomkvist find themselves caught in a web of spies, cybercriminals, and corrupt government officials.",,,,,,,,,0.7,0.55,0.0,0.15,0.05,0.0,0.9,0.0,0.0,0.8,0.0,0.0,0.0,0.95,0.0,0.0,0.1,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Phone Booth,2002,1h 21m,R,7.1,291K,"1h 21m
R
7.1
 (291K)
Rate
56
Metascore
Publicist Stuart Shepard finds himself trapped in a phone booth, pinned down by an extortionist's sniper rifle. Unable to leave or receive outside help, Stuart's negotiation with the caller leads to a jaw-dropping climax.",,,,,,,,,0.7,0.0,0.0,0.05,0.0,0.1,0.0,0.2,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
Masterminds,2015,1h 35m,PG,5.8,62K,Loomis Fargo robbery.,,,,,,,,,0.65,0.2,0.0,0.05,0.0,0.8,0.7,0.75,0.0,0.4,0.0,0.1,0.0,1.0,0.2,0.0,0.0,0.05,0.0,0.6,0.15,0.05,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.1,0.1,0.0
Tank Girl,1995,1h 44m,G,5.4,36K,"1h 44m
R
5.4
 (36K)
Rate
46
Metascore
A girl is among the few survivors of a dystopian Earth. Riding a war tank, she fights against the tyranny of a mega-corporation that dominates the remaining potable water supply of the planet.",,,,,,,,,0.95,0.9,0.0,0.2,0.0,0.8,0.1,0.9,0.0,0.4,0.1,0.1,0.7,1.0,0.0,0.0,0.3,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.1,0.9
Hamlet,1996,4h 2m,PG,7.7,41K,"4h 2m
PG-13
7.7
 (41K)
Rate
Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",,,,,,,,,0.05,0.01,0.0,0.85,0.1,0.02,0.01,0.0,0.0,0.99,0.05,0.0,0.01,1.0,0.3,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.01,0.9,0.0,0.0
Drop Dead Fred,1991,1h 43m,PG,6.0,32K,"1h 43m
PG-13
6.0
 (32K)
Rate
25
Metascore
A young woman finds her already unstable life rocked by the presence of a rambunctious imaginary friend from childhood.",,,,,,,,,0.05,0.1,0.0,0.15,0.0,0.9,0.0,0.0,0.0,0.2,0.0,0.7,0.6,1.0,0.0,0.0,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.3,0.3
